content	label
Is there a latin american restaurant in the center?	area
I'm looking for an expensive restaurant in the centre please.	area
I can't find a restaurant I am looking for.	not
I am looking for a restaurant in the centre that serves indian food.	area
I need the phone number of a restaurant in the west part of town that serves italian ood.	area
Hi there. I was wondering if you could provide some information on the Bridge Guest House hotel.	not
I need a restaurant in Cambridge that has international food and a moderate price range please.	not
Can you help me find and expensive restaurant in the west?	area
I need a place to grab a bite to eat today in Cambridge.	not
I'm looking for a restaurant in centre.	area
I'm looking for a certain hotel called the cityroomz. Can you tell me more about it?	not
Hi I am looking for a hotel called limehouse.	not
A cheap jamaican restaurant, please. If you cannot find one, then mediterranean.	not
Could you tell me if Cambridge has any expensive Austrian restaurants?	not
I'm looking for and expensive restaurant in the east part of town. Ask for address, phone number and type of food.	area
I want to find a moderately priced restaurant in the west part of town. What is the address?	area
I am looking for a moderate priced restaurant while I am visiting.	not
I am looking for a place called stazione restaurant and coffee bar. Can you help me?	not
I'm looking for a hotel room. Can you help me find one?	not
I am looking for a hotel called finches bed and breakfast.	not
I'm looking for a moderately priced place to eat in the North please	area
I want to find a hotel located in the west please.	area
I am looking for a place to stay. The hotel should be in the expensive price range and should be in the type of guesthouse	not
Yes, can you help me with my hotel plans?	not
I'm looking for a place to stay, do you have any suggestions?	not
Hi, this is a two-fer. I need to find a hotel that offers both free wifi and free parking	not
I am looking for an expensive restaurant that serves Persian food.	not
I'm looking for a guesthouse to stay in that's moderately priced.	not
I am looking for an expensive restaurant for us to eat at. Some place nice.	not
I need a place to eat that serves north indian food.	not
Are there any guest houses currently available iin the moderately priced range?	not
Are there any places that offer rooms in the north that also give free wifi, or do you have to go to other parts of town for that?	area
Hello, I'd like some information about a hotel called the hamilton lodge, please.	not
I am looking for a moderately priced hotel with free parking.	not
I need the address and postcode of a cheap restaurant on the north side of town.	area
i am looking for a place to dine. The restaurant should be in the cheap price range and should be in the west part of town.	area
I want something cheap in the west part of town.	area
I want information on a particular hotel called home from home. Can you send me what you have on that?	not
I'm looking for a moderate place to dine in the south. Do you have any recommendations?	area
Would you be able to tell me where to find a moderately priced, Halal restaurant?	not
I don't know if you've heard of it but can you please get me some information on the la tasca restaurant?	not
I'm looking for a hotel that includes free wifi and free parking.	not
I am looking for an expensive restaurant that serves Korean food. I would like the address and area, please.	not
I'm looking for a restaurant called little seoul?	not
I'm coming to visit Cambridge! I can't wait to see all of the local tourist attractions! Do you have any Mediterranean restaurants around there?	not
I need a hotel with free wifi.	not
Hey, I need a moderately priced place to stay.	not
Can you help me find a moderately priced Indian food restaurant?	not
Hi, I am looking for a r star place to stay that has free wifi.	not
Can you recommend a restaurant in the center of Cambridge that has moderate prices?	area
I am looking for a place to stay. The hotel should be in the type of guesthouse and should include free wifi	not
I am looking for a moderate price placed to say in the North side of the city please.	area
I'm looking for a hotel in the north part of town with free wifi.	area
Hello! I'm looking for a nice restaurant that serves Scottish food. Can you recommend one?	not
Hi, I need to locate a particular restaurant please.	not
I am looking for a place to stay in the centre area.	area
I am seeking an expensive restaurant in Cambridge.	not
Please see if you can find me an Indian restaurant on the East end	area
I'm looking for a cheap restaurant in the west area of town.	area
Can you find a hotel by the name of Leverton House?	not
I'm looking for a restaurant called ask. Do you know of it?	not
I am looking for a hotel to stay in with a 4 star rating that is in a guesthouse style.	not
I'm looking for a nice expensive restaurant to dine in aat the centre of town.	area
